endereco_cep,endereco_municipio,endereco_uf,endereco_regiao,endereco_mesorregiao
52050310,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
60170002,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
13477590,AMERICANA,SP,SUDESTE,CAMPINAS
39560000,SALINAS,MG,SUDESTE,NORTE DE MINAS
31110200,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
96204014,RIO GRANDE,RS,SUL,SUDESTE RIO GRANDENSE
72504101,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
08340500,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
95350000,NOVA ARACA,RS,SUL,NORDESTE RIO GRANDENSE
69042010,MANAUS,AM,NORTE,CENTRO AMAZONENSE
79970000,ELDORADO,MS,CENTRO-OESTE,SUDOESTE DE MATO GROSSO DO SUL
90480001,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
18700000,AVARE,SP,SUDESTE,BAURU
50740110,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
40290080,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
12403610,PINDAMONHANGABA,SP,SUDESTE,VALE DO PARAIBA PAULISTA
24425460,SAO GONCALO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
78335000,COLNIZA,MT,CENTRO-OESTE,NORTE MATO GROSSENSE
29165821,SERRA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
07020081,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
76195000,CEZARINA,GO,CENTRO-OESTE,SUL GOIANO
16430500,GUAICARA,SP,SUDESTE,BAURU
73360615,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
77060320,PALMAS,TO,NORTE,ORIENTAL DO TOCANTINS
04535004,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
98390000,ERVAL SECO,RS,SUL,NOROESTE RIO GRANDENSE
15828000,PALMARES PAULISTA,SP,SUDESTE,SAO JOSE DO RIO PRETO
30624110,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
13872260,SAO JOAO DA BOA VISTA,SP,SUDESTE,CAMPINAS
14010050,RIBEIRAO PRETO,SP,SUDESTE,RIBEIRAO PRETO
05565160,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
26570160,MESQUITA,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
88106620,SAO JOSE,SC,SUL,GRANDE FLORIANOPOLIS
26190265,BELFORD ROXO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
96160000,CAPAO DO LEAO,RS,SUL,SUDESTE RIO GRANDENSE
66077130,BELEM,PA,NORTE,METROPOLITANA DE BELEM
23050102,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
89116652,GASPAR,SC,SUL,VALE DO ITAJAI
88780971,IMBITUBA,SC,SUL,SUL CATARINENSE
19013720,PRESIDENTE PRUDENTE,SP,SUDESTE,PRESIDENTE PRUDENTE
57073383,MACEIO,AL,NORDESTE,LESTE ALAGOANO
59670000,UPANEMA,RN,NORDESTE,OESTE POTIGUAR
46880000,ITABERABA,BA,NORDESTE,CENTRO NORTE BAIANO
58444000,CAMPINA GRANDE,PB,NORDESTE,AGRESTE PARAIBANO
53050120,OLINDA,PE,NORDESTE,METROPOLITANA DE RECIFE
15093010,SAO JOSE DO RIO PRETO,SP,SUDESTE,SAO JOSE DO RIO PRETO
11510110,CUBATAO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
54800000,MORENO,PE,NORDESTE,METROPOLITANA DE RECIFE
71908180,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
11725050,PRAIA GRANDE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
17960000,MONTE CASTELO,SP,SUDESTE,PRESIDENTE PRUDENTE
30240330,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
97573507,SANT ANA DO LIVRAMENTO,RS,SUL,SUDOESTE RIO GRANDENSE
88816015,CRICIUMA,SC,SUL,SUL CATARINENSE
26286440,NOVA IGUACU,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
20221160,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
05060010,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
22790710,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
22790701,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
37260000,PERDOES,MG,SUDESTE,OESTE DE MINAS
13920000,PEDREIRA,SP,SUDESTE,CAMPINAS
52011040,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
78665000,ALTO BOA VISTA,MT,CENTRO-OESTE,NORDESTE MATO GROSSENSE
14150000,SERRANA,SP,SUDESTE,RIBEIRAO PRETO
76550000,PORANGATU,GO,CENTRO-OESTE,NORTE GOIANO
07700085,CAIEIRAS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
24030093,NITEROI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
78580970,ALTA FLORESTA,MT,CENTRO-OESTE,NORTE MATO GROSSENSE
05868810,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
79750000,NOVA ANDRADINA,MS,CENTRO-OESTE,LESTE DE MATO GROSSO DO SUL
38300012,ITUIUTABA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
24800766,ITABORAI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
09040080,SANTO ANDRE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
01549000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
04012080,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
59067620,NATAL,RN,NORDESTE,LESTE POTIGUAR
83305220,PIRAQUARA,PR,SUL,METROPOLITANA DE CURITIBA
96503680,CACHOEIRA DO SUL,RS,SUL,CENTRO ORIENTAL RIO GRANDENSE
95720000,GARIBALDI,RS,SUL,NORDESTE RIO GRANDENSE
49506276,ITABAIANA,SE,NORDESTE,AGRESTE SERGIPANO
49100000,SAO CRISTOVAO,SE,NORDESTE,LESTE SERGIPANO
35490000,ENTRE RIOS DE MINAS,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
87400970,CRUZEIRO DO OESTE,PR,SUL,NOROESTE PARANAENSE
11718000,PRAIA GRANDE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
39400077,MONTES CLAROS,MG,SUDESTE,NORTE DE MINAS
18017000,SOROCABA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
88801520,CRICIUMA,SC,SUL,SUL CATARINENSE
29645000,SANTA MARIA DE JETIBA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
06120280,OSASCO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
83535000,CAMPO MAGRO,PR,SUL,METROPOLITANA DE CURITIBA
29600000,AFONSO CLAUDIO,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
98919000,NOVA CANDELARIA,RS,SUL,NOROESTE RIO GRANDENSE
88110120,SAO JOSE,SC,SUL,GRANDE FLORIANOPOLIS
13060564,CAMPINAS,SP,SUDESTE,CAMPINAS
52120400,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
17013035,BAURU,SP,SUDESTE,BAURU
18114001,VOTORANTIM,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
91550850,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
05780230,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
24220370,NITEROI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
24120191,NITEROI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
15020040,SAO JOSE DO RIO PRETO,SP,SUDESTE,SAO JOSE DO RIO PRETO
29730000,BAIXO GUANDU,ES,SUDESTE,NOROESTE ESPIRITO SANTENSE
96490000,PIRATINI,RS,SUL,SUDESTE RIO GRANDENSE
23826190,ITAGUAI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
24416005,SAO GONCALO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
20530560,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
25900094,MAGE,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
65058326,SAO LUIS,MA,NORDESTE,NORTE MARANHENSE
88062490,FLORIANOPOLIS,SC,SUL,GRANDE FLORIANOPOLIS
15700144,JALES,SP,SUDESTE,SAO JOSE DO RIO PRETO
88505156,LAGES,SC,SUL,SERRANA
59680000,CAMPO GRANDE,RN,NORDESTE,OESTE POTIGUAR
58037000,JOAO PESSOA,PB,NORDESTE,MATA PARAIBANA
63540000,VARZEA ALEGRE,CE,NORDESTE,CENTRO SUL CEARENSE
60015050,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
45700972,ITAPETINGA,BA,NORDESTE,CENTRO SUL BAIANO
88115547,SAO JOSE,SC,SUL,GRANDE FLORIANOPOLIS
30660140,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
13051555,CAMPINAS,SP,SUDESTE,CAMPINAS
62500001,ITAPIPOCA,CE,NORDESTE,NORTE CEARENSE
31720300,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
13206650,JUNDIAI,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
14030390,RIBEIRAO PRETO,SP,SUDESTE,RIBEIRAO PRETO
65590000,BARREIRINHAS,MA,NORDESTE,NORTE MARANHENSE
08535000,FERRAZ DE VASCONCELOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
45603583,ITABUNA,BA,NORDESTE,SUL BAIANO
46640000,ITUACU,BA,NORDESTE,CENTRO SUL BAIANO
62760000,BATURITE,CE,NORDESTE,NORTE CEARENSE
73752411,PLANALTINA,GO,CENTRO-OESTE,LESTE GOIANO
74805100,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
88048330,FLORIANOPOLIS,SC,SUL,GRANDE FLORIANOPOLIS
46425000,LAGOA REAL,BA,NORDESTE,CENTRO SUL BAIANO
29309415,CACHOEIRO DE ITAPEMIRIM,ES,SUDESTE,SUL ESPIRITO SANTENSE
06172280,OSASCO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
24930628,MARICA,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
59060380,NATAL,RN,NORDESTE,LESTE POTIGUAR
13360000,CAPIVARI,SP,SUDESTE,PIRACICABA
37208204,LAVRAS,MG,SUDESTE,CAMPO DAS VERTENTES
68555101,XINGUARA,PA,NORTE,SUDESTE PARAENSE
64770000,SAO RAIMUNDO NONATO,PI,NORDESTE,SUDOESTE PIAUIENSE
14406191,FRANCA,SP,SUDESTE,RIBEIRAO PRETO
29705006,COLATINA,ES,SUDESTE,NOROESTE ESPIRITO SANTENSE
04368115,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
87235000,INDIANOPOLIS,PR,SUL,NOROESTE PARANAENSE
16880970,VALPARAISO,SP,SUDESTE,ARACATUBA
89700049,CONCORDIA,SC,SUL,OESTE CATARINENSE
29106140,VILA VELHA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
09782490,SAO BERNARDO DO CAMPO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
88354120,BRUSQUE,SC,SUL,VALE DO ITAJAI
13025270,CAMPINAS,SP,SUDESTE,CAMPINAS
04517001,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
69917744,RIO BRANCO,AC,NORTE,VALE DO ACRE
13800588,MOGI MIRIM,SP,SUDESTE,CAMPINAS
14307038,BATATAIS,SP,SUDESTE,RIBEIRAO PRETO
40421170,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
12902160,BRAGANCA PAULISTA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
51300140,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
06472005,BARUERI,SP,SUDESTE,METROPOLITANA DE SAO PAULO
21235280,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
40730030,SALVADOR,BA,NORDESTE,METROPOLITANA DE SALVADOR
23550740,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
06453036,BARUERI,SP,SUDESTE,METROPOLITANA DE SAO PAULO
14080690,RIBEIRAO PRETO,SP,SUDESTE,RIBEIRAO PRETO
88330756,BALNEARIO CAMBORIU,SC,SUL,VALE DO ITAJAI
37590000,JACUTINGA,MG,SUDESTE,SUL SUDOESTE DE MINAS
88305060,ITAJAI,SC,SUL,VALE DO ITAJAI
44441786,SANTO ANTONIO DE JESUS,BA,NORDESTE,METROPOLITANA DE SALVADOR
85460000,QUEDAS DO IGUACU,PR,SUL,CENTRO SUL PARANAENSE
30770290,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
76940000,ROLIM DE MOURA,RO,NORTE,LESTE RONDONIENSE
04177470,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
76954000,ALTA FLORESTA D OESTE,RO,NORTE,LESTE RONDONIENSE
03818120,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
81850290,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
83824201,FAZENDA RIO GRANDE,PR,SUL,METROPOLITANA DE CURITIBA
17860000,PACAEMBU,SP,SUDESTE,PRESIDENTE PRUDENTE
19380000,RIBEIRAO DOS INDIOS,SP,SUDESTE,PRESIDENTE PRUDENTE
82015630,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
19910718,OURINHOS,SP,SUDESTE,ASSIS
29130172,VIANA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
38414580,UBERLANDIA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
68904398,MACAPA,AP,NORTE,SUL DO AMAPA
64049305,TERESINA,PI,NORDESTE,CENTRO NORTE PIAUIENSE
21825390,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
86975000,MANDAGUARI,PR,SUL,NORTE CENTRAL PARANAENSE
11436000,GUARUJA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
28950000,ARMACAO DOS BUZIOS,RJ,SUDESTE,BAIXADAS
30622056,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
54753605,CAMARAGIBE,PE,NORDESTE,METROPOLITANA DE RECIFE
89258070,JARAGUA DO SUL,SC,SUL,NORTE CATARINENSE
52165050,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
61905590,MARACANAU,CE,NORDESTE,METROPOLITANA DE FORTALEZA
13167302,ARTUR NOGUEIRA,SP,SUDESTE,CAMPINAS
13082200,CAMPINAS,SP,SUDESTE,CAMPINAS
13860000,AGUAI,SP,SUDESTE,CAMPINAS
20510360,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
01401000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
68990000,TARTARUGALZINHO,AP,NORTE,NORTE DO AMAPA
74463831,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
08780000,MOGI DAS CRUZES,SP,SUDESTE,METROPOLITANA DE SAO PAULO
75610000,JOVIANIA,GO,CENTRO-OESTE,SUL GOIANO
82540030,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
13611825,LEME,SP,SUDESTE,PIRACICABA
07182210,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
77490000,CRISTALANDIA,TO,NORTE,OCIDENTAL DO TOCANTINS
74463360,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
84320970,RESERVA,PR,SUL,CENTRO ORIENTAL PARANAENSE
37062050,VARGINHA,MG,SUDESTE,SUL SUDOESTE DE MINAS
89202205,JOINVILLE,SC,SUL,NORTE CATARINENSE
24866588,ITABORAI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
27211130,VOLTA REDONDA,RJ,SUDESTE,SUL FLUMINENSE
07192017,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
66623200,BELEM,PA,NORTE,METROPOLITANA DE BELEM
16230000,PIACATU,SP,SUDESTE,ARACATUBA
18704564,AVARE,SP,SUDESTE,BAURU
16500000,CAFELANDIA,SP,SUDESTE,BAURU
85505445,PATO BRANCO,PR,SUL,SUDOESTE PARANAENSE
74495750,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
45120000,BARRA DO CHOCA,BA,NORDESTE,CENTRO SUL BAIANO
35523414,NOVA SERRANA,MG,SUDESTE,OESTE DE MINAS
88160080,BIGUACU,SC,SUL,GRANDE FLORIANOPOLIS
44094390,FEIRA DE SANTANA,BA,NORDESTE,CENTRO NORTE BAIANO
04856160,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
62940000,MORADA NOVA,CE,NORDESTE,JAGUARIBE
38408128,UBERLANDIA,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
88400000,ITUPORANGA,SC,SUL,VALE DO ITAJAI
88130410,PALHOCA,SC,SUL,GRANDE FLORIANOPOLIS
91320190,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
69265000,APUI,AM,NORTE,SUL AMAZONENSE
15503005,VOTUPORANGA,SP,SUDESTE,SAO JOSE DO RIO PRETO
01311100,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
55130000,SAO CAITANO,PE,NORDESTE,AGRESTE PERNAMBUCANO
54290042,JABOATAO DOS GUARARAPES,PE,NORDESTE,METROPOLITANA DE RECIFE
13469414,AMERICANA,SP,SUDESTE,CAMPINAS
13405240,PIRACICABA,SP,SUDESTE,PIRACICABA
04902030,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
28200000,SAO JOAO DA BARRA,RJ,SUDESTE,NORTE FLUMINENSE
09894230,SAO BERNARDO DO CAMPO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
60833104,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
49980000,NEOPOLIS,SE,NORDESTE,LESTE SERGIPANO
88890000,GRAO PARA,SC,SUL,SUL CATARINENSE
59626540,MOSSORO,RN,NORDESTE,OESTE POTIGUAR
13218711,JUNDIAI,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
04249000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
54420160,JABOATAO DOS GUARARAPES,PE,NORDESTE,METROPOLITANA DE RECIFE
33900702,RIBEIRAO DAS NEVES,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
14025680,RIBEIRAO PRETO,SP,SUDESTE,RIBEIRAO PRETO
14170710,SERTAOZINHO,SP,SUDESTE,RIBEIRAO PRETO
14057437,RIBEIRAO PRETO,SP,SUDESTE,RIBEIRAO PRETO
13930000,SERRA NEGRA,SP,SUDESTE,CAMPINAS
09751170,SAO BERNARDO DO CAMPO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
09751250,SAO BERNARDO DO CAMPO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
21730000,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
36512000,TOCANTINS,MG,SUDESTE,ZONA DA MATA
82410400,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
88501200,LAGES,SC,SUL,SERRANA
11089020,SANTOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
13084045,CAMPINAS,SP,SUDESTE,CAMPINAS
08220831,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
05011000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
78555395,SINOP,MT,CENTRO-OESTE,NORTE MATO GROSSENSE
29345000,MARATAIZES,ES,SUDESTE,SUL ESPIRITO SANTENSE
21235535,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
88309042,ITAJAI,SC,SUL,VALE DO ITAJAI
74785741,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
66813040,BELEM,PA,NORTE,METROPOLITANA DE BELEM
95010660,CAXIAS DO SUL,RS,SUL,NORDESTE RIO GRANDENSE
29104015,VILA VELHA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
19400000,PRESIDENTE VENCESLAU,SP,SUDESTE,PRESIDENTE PRUDENTE
68130000,PRAINHA,PA,NORTE,BAIXO AMAZONAS
08832070,MOGI DAS CRUZES,SP,SUDESTE,METROPOLITANA DE SAO PAULO
02516020,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
14700119,BEBEDOURO,SP,SUDESTE,RIBEIRAO PRETO
14120000,DUMONT,SP,SUDESTE,RIBEIRAO PRETO
72115115,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
17065211,BAURU,SP,SUDESTE,BAURU
71928180,BRASILIA,DF,CENTRO-OESTE,DISTRITO FEDERAL
03449020,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
55370000,SAO BENTO DO UNA,PE,NORDESTE,AGRESTE PERNAMBUCANO
68909070,MACAPA,AP,NORTE,SUL DO AMAPA
22280030,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
74693072,GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
15190000,NHANDEARA,SP,SUDESTE,SAO JOSE DO RIO PRETO
32310380,CONTAGEM,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
52061070,RECIFE,PE,NORDESTE,METROPOLITANA DE RECIFE
60349090,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
05835004,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
14165458,SERTAOZINHO,SP,SUDESTE,RIBEIRAO PRETO
93222700,SAPUCAIA DO SUL,RS,SUL,METROPOLITANA DE PORTO ALEGRE
90240480,PORTO ALEGRE,RS,SUL,METROPOLITANA DE PORTO ALEGRE
14080640,RIBEIRAO PRETO,SP,SUDESTE,RIBEIRAO PRETO
21011090,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
12701000,CRUZEIRO,SP,SUDESTE,VALE DO PARAIBA PAULISTA
31340070,BELO HORIZONTE,MG,SUDESTE,METROPOLITANA DE BELO HORIZONTE
11704100,PRAIA GRANDE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
79301001,CORUMBA,MS,CENTRO-OESTE,PANTANAIS SUL MATO GROSSENSE
21361020,RIO DE JANEIRO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
14803010,ARARAQUARA,SP,SUDESTE,ARARAQUARA
65636902,TIMON,MA,NORDESTE,LESTE MARANHENSE
56180000,CABROBO,PE,NORDESTE,SAO FRANCISCO PERNAMBUCANO
84900000,IBAITI,PR,SUL,NORTE PIONEIRO PARANAENSE
02144040,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
39814000,PAVAO,MG,SUDESTE,VALE DO MUCURI
44120000,FEIRA DE SANTANA,BA,NORDESTE,CENTRO NORTE BAIANO
14700129,BEBEDOURO,SP,SUDESTE,RIBEIRAO PRETO
24230541,NITEROI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
38701317,PATOS DE MINAS,MG,SUDESTE,TRIANGULO MINEIRO ALTO PARANAIBA
28992404,SAQUAREMA,RJ,SUDESTE,BAIXADAS
07159507,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
02245090,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
59227000,LAGOA D ANTA,RN,NORDESTE,AGRESTE POTIGUAR
78043108,CUIABA,MT,CENTRO-OESTE,CENTRO SUL MATO GROSSENSE
60356372,FORTALEZA,CE,NORDESTE,METROPOLITANA DE FORTALEZA
29168055,SERRA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
56320770,PETROLINA,PE,NORDESTE,SAO FRANCISCO PERNAMBUCANO
07053030,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
88385000,PENHA,SC,SUL,VALE DO ITAJAI
74984177,APARECIDA DE GOIANIA,GO,CENTRO-OESTE,CENTRO GOIANO
79071160,CAMPO GRANDE,MS,CENTRO-OESTE,CENTRO NORTE DE MATO GROSSO DO SUL
59598000,GUAMARE,RN,NORDESTE,CENTRAL POTIGUAR
86300000,CORNELIO PROCOPIO,PR,SUL,NORTE PIONEIRO PARANAENSE
35525100,NOVA SERRANA,MG,SUDESTE,OESTE DE MINAS
88020620,FLORIANOPOLIS,SC,SUL,GRANDE FLORIANOPOLIS
17285000,PEDERNEIRAS,SP,SUDESTE,BAURU
12912320,BRAGANCA PAULISTA,SP,SUDESTE,MACRO METROPOLITANA PAULISTA
58423210,CAMPINA GRANDE,PB,NORDESTE,AGRESTE PARAIBANO
19190000,SANTO EXPEDITO,SP,SUDESTE,PRESIDENTE PRUDENTE
24812122,ITABORAI,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
28896013,RIO DAS OSTRAS,RJ,SUDESTE,BAIXADAS
09120140,SANTO ANDRE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
29090370,VITORIA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
65238000,PALMEIRANDIA,MA,NORDESTE,NORTE MARANHENSE
76387009,GOIANESIA,GO,CENTRO-OESTE,CENTRO GOIANO
86800704,APUCARANA,PR,SUL,NORTE CENTRAL PARANAENSE
48990000,ANDORINHA,BA,NORDESTE,CENTRO NORTE BAIANO
84172080,CASTRO,PR,SUL,CENTRO ORIENTAL PARANAENSE
26112280,BELFORD ROXO,RJ,SUDESTE,METROPOLITANA DO RIO DE JANEIRO
85868000,FOZ DO IGUACU,PR,SUL,OESTE PARANAENSE
28891202,RIO DAS OSTRAS,RJ,SUDESTE,BAIXADAS
11708270,PRAIA GRANDE,SP,SUDESTE,METROPOLITANA DE SAO PAULO
85851090,FOZ DO IGUACU,PR,SUL,OESTE PARANAENSE
12211115,SAO JOSE DOS CAMPOS,SP,SUDESTE,VALE DO PARAIBA PAULISTA
37470000,SAO LOURENCO,MG,SUDESTE,SUL SUDOESTE DE MINAS
07145240,GUARULHOS,SP,SUDESTE,METROPOLITANA DE SAO PAULO
88735000,GRAVATAL,SC,SUL,SUL CATARINENSE
97590000,ROSARIO DO SUL,RS,SUL,SUDOESTE RIO GRANDENSE
68927045,SANTANA,AP,NORTE,SUL DO AMAPA
65160000,MORROS,MA,NORDESTE,NORTE MARANHENSE
81220130,CURITIBA,PR,SUL,METROPOLITANA DE CURITIBA
06700178,COTIA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
29101595,VILA VELHA,ES,SUDESTE,CENTRAL ESPIRITO SANTENSE
08270140,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
06754070,TABOAO DA SERRA,SP,SUDESTE,METROPOLITANA DE SAO PAULO
96875000,GRAMADO XAVIER,RS,SUL,CENTRO ORIENTAL RIO GRANDENSE
03045000,SAO PAULO,SP,SUDESTE,METROPOLITANA DE SAO PAULO
38660000,BURITIS,MG,SUDESTE,NOROESTE DE MINAS
96200070,RIO GRANDE,RS,SUL,SUDESTE RIO GRANDENSE
88134700,PALHOCA,SC,SUL,GRANDE FLORIANOPOLIS
68780000,VIGIA,PA,NORTE,NORDESTE PARAENSE
